#,Name,Team,G,PA,HR,R,RBI,SB,BB,K,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
1349,Victor Reyes,DET,92,336,3,27,34,2,0.039,0.229,0.108,0.322,0.254,0.289,0.362,0.284,85,-0.3,-6.1,-6.7,-0.2
1350,Mike Ford,---,50,149,3,9,10,0,0.114,0.268,0.107,0.273,0.206,0.302,0.313,0.28,81,-0.5,-3.7,-3.1,-0.2
1351,Luis Campusano,SDP,16,50,1,4,5,0,0.02,0.22,0.083,0.297,0.25,0.26,0.333,0.257,67,-0.3,-2.3,-1.5,-0.2
1352,Ryan Aguilar,LAA,7,26,0,2,2,0,0.077,0.538,0.045,0.333,0.136,0.231,0.182,0.197,20,-0.8,-3.2,0.2,-0.2
1353,Guillermo Heredia,ATL,74,82,3,12,8,0,0.073,0.39,0.184,0.22,0.158,0.22,0.342,0.246,53,1,-3.5,-1.4,-0.2
1354,Mark Vientos,NYM,16,41,1,3,3,0,0.122,0.293,0.111,0.217,0.167,0.268,0.278,0.252,65,-0.1,-1.8,-1.7,-0.2
1355,Austin Meadows,DET,36,147,0,9,11,0,0.109,0.116,0.078,0.288,0.25,0.347,0.328,0.307,101,-1.2,-1,-5.8,-0.2
1356,Taylor Motter,CIN,2,6,0,0,0,0,0,0.5,0,0.333,0.167,0.167,0.167,0.147,-19,0,-0.8,-1.6,-0.2
1357,Jackie Bradley Jr.,---,132,370,4,30,38,2,0.065,0.208,0.108,0.251,0.203,0.255,0.311,0.252,56,-0.7,-18.9,4.8,-0.2
1358,Tucker Barnhart,DET,94,308,1,16,16,0,0.081,0.24,0.046,0.296,0.221,0.287,0.267,0.253,63,-1.7,-14.6,2.4,-0.2
1359,J.J. Bleday,MIA,65,238,5,21,16,4,0.126,0.282,0.142,0.216,0.167,0.277,0.309,0.266,72,0.8,-7.1,-3.4,-0.3
1360,Max Schrock,CIN,13,27,0,1,1,0,0.037,0.222,0,0.2,0.154,0.185,0.154,0.156,-13,0.1,-3.5,0.1,-0.3
1361,Jordan Diaz,OAK,15,51,0,3,1,0,0.039,0.137,0.061,0.31,0.265,0.294,0.327,0.275,82,0.2,-0.9,-3.2,-0.3
1362,Didi Gregorius,PHI,63,232,1,17,19,1,0.056,0.155,0.093,0.246,0.21,0.263,0.304,0.251,58,2.1,-9.3,-1.1,-0.3
1363,Matt Davidson,---,13,37,2,3,3,0,0.081,0.351,0.176,0.158,0.147,0.216,0.324,0.24,54,-0.2,-2.1,-1.6,-0.3
1364,Alec Burleson,STL,16,53,1,4,3,1,0.094,0.17,0.083,0.211,0.188,0.264,0.271,0.245,58,0.1,-2.5,-1.9,-0.3
1365,Robbie Grossman,---,129,477,7,40,45,6,0.117,0.27,0.102,0.283,0.209,0.31,0.311,0.283,82,-0.2,-9.8,-8.3,-0.3
1366,Yonny Hernandez,ARI,12,28,0,2,0,2,0.071,0.143,0,0.1,0.083,0.154,0.083,0.121,-32,0.8,-3.5,-0.2,-0.3
1367,CJ Abrams,---,90,302,2,33,21,7,0.017,0.166,0.077,0.291,0.246,0.28,0.324,0.267,71,1.7,-8.5,-4.5,-0.3
1368,Alcides Escobar,WSN,42,131,0,12,8,1,0.038,0.244,0.065,0.293,0.218,0.26,0.282,0.242,51,0.9,-6.5,-0.7,-0.3
1369,Niko Goodrum,HOU,15,45,0,2,1,1,0.044,0.511,0.047,0.25,0.116,0.156,0.163,0.146,-14,0.8,-5,0.7,-0.3
1370,Anthony Bemboom,BAL,22,59,1,4,1,0,0.102,0.288,0.096,0.147,0.115,0.207,0.212,0.196,22,0,-5.2,0.4,-0.3
1371,Esteury Ruiz,---,17,36,0,3,2,1,0.028,0.194,0.086,0.214,0.171,0.194,0.257,0.197,25,-0.5,-3.7,-0.5,-0.3
1372,Jeter Downs,BOS,14,41,1,4,4,0,0.024,0.512,0.103,0.278,0.154,0.171,0.256,0.184,7,0.5,-3.8,-0.5,-0.3
1373,Luis Torrens,SEA,57,166,3,13,15,0,0.072,0.301,0.073,0.31,0.225,0.283,0.298,0.261,72,-1.4,-6.6,-1.8,-0.3
1374,Willie Calhoun,---,22,62,1,7,3,0,0.145,0.129,0.115,0.14,0.135,0.274,0.25,0.249,59,-0.7,-3.6,-1.5,-0.3
1375,Kelvin Gutierrez,BAL,12,33,0,2,3,1,0.121,0.242,0.036,0.2,0.143,0.25,0.179,0.208,30,0,-2.6,-1.5,-0.3
1376,Korey Lee,HOU,12,26,0,1,4,0,0.038,0.346,0.08,0.25,0.16,0.192,0.24,0.192,19,-0.1,-2.5,-1.5,-0.3
1377,Ryan O'Hearn,KCR,67,145,1,14,16,0,0.055,0.241,0.082,0.313,0.239,0.29,0.321,0.272,72,0.3,-4.4,-3.4,-0.3
1378,Josh VanMeter,PIT,67,192,3,15,14,4,0.099,0.234,0.105,0.232,0.187,0.266,0.292,0.251,59,1.1,-8.1,-1.5,-0.3
1379,Andrew Knizner,STL,97,293,4,28,25,0,0.089,0.212,0.085,0.268,0.215,0.301,0.3,0.275,79,-1.8,-9.1,-4,-0.3
1380,Jonathan Arauz,---,15,41,1,3,5,0,0.024,0.293,0.079,0.154,0.132,0.15,0.211,0.157,-3,0.2,-4.9,0.4,-0.3
1381,Andrelton Simmons,CHC,35,85,0,8,7,4,0.082,0.153,0.013,0.21,0.173,0.244,0.187,0.204,27,0.1,-7.1,1,-0.3
1382,Mike Siani,CIN,9,24,0,1,0,0,0,0.292,0,0.235,0.167,0.167,0.167,0.147,-19,-0.2,-3.5,-0.5,-0.3
1383,Michael Hermosillo,CHC,31,73,0,7,4,1,0.096,0.37,0.033,0.206,0.115,0.25,0.148,0.203,27,0.7,-5.5,-0.2,-0.3
1384,Mickey Moniak,---,37,112,3,13,8,1,0.036,0.393,0.132,0.254,0.17,0.207,0.302,0.223,39,1.2,-6.7,-0.3,-0.3
1385,Dee Strange-Gordon,WSN,23,59,0,6,2,3,0,0.136,0.051,0.353,0.305,0.305,0.356,0.288,83,-0.2,-1.3,-3.9,-0.3
1386,Jo Adell,LAA,88,285,8,22,27,4,0.039,0.375,0.149,0.338,0.224,0.264,0.373,0.278,77,0.8,-6.5,-5.9,-0.3
1387,Lenyn Sosa,CHW,11,36,1,3,1,0,0.028,0.333,0.114,0.136,0.114,0.139,0.229,0.161,-4,-0.1,-4.3,-0.1,-0.3
1388,Zach Reks,TEX,16,34,0,3,3,0,0,0.294,0.029,0.375,0.265,0.265,0.294,0.245,56,-0.2,-1.9,-2.5,-0.3
1389,Nick Pratto,KCR,49,182,7,18,20,0,0.104,0.363,0.203,0.25,0.184,0.271,0.386,0.287,82,-1.5,-5.2,-3.9,-0.4
1390,Sandy Leon,---,34,86,0,6,4,0,0.151,0.314,0.042,0.273,0.169,0.298,0.211,0.246,58,-2.4,-6.5,0.4,-0.4
1391,Zack Collins,---,36,108,4,9,11,0,0.083,0.38,0.165,0.208,0.155,0.231,0.32,0.245,57,-0.2,-5.6,-1.3,-0.4
1392,Brent Rooker,---,16,36,0,1,2,0,0.083,0.306,0.031,0.19,0.125,0.222,0.156,0.186,15,-0.3,-3.9,-0.7,-0.4
1393,Richie Palacios,CLE,54,123,0,7,10,2,0.073,0.163,0.054,0.28,0.232,0.293,0.286,0.258,65,0.3,-4.6,-2.8,-0.4
1394,Kyle Lewis,SEA,18,62,3,6,5,0,0.081,0.306,0.161,0.147,0.143,0.226,0.304,0.239,56,-0.9,-4,-1.5,-0.4
1395,Yolmer Sanchez,---,17,44,0,1,2,0,0.114,0.295,0,0.167,0.108,0.214,0.108,0.166,-5,-0.9,-6.1,1.2,-0.4
1396,Bobby Bradley,CLE,8,17,0,1,0,0,0,0.529,0,0.25,0.118,0.118,0.118,0.104,-44,0,-2.8,-1.3,-0.4
1397,Jarren Duran,BOS,58,223,3,23,17,7,0.063,0.283,0.142,0.302,0.221,0.283,0.363,0.284,78,0.5,-5.1,-5.6,-0.4
1398,Yasmani Grandal,CHW,99,376,5,15,27,1,0.12,0.21,0.067,0.249,0.202,0.301,0.269,0.263,68,-6.2,-19.7,4.1,-0.4
1399,Andrew Knapp,---,16,46,0,4,4,0,0.109,0.261,0.026,0.179,0.128,0.239,0.154,0.195,21,0.5,-3.8,-1.4,-0.4
1400,Tres Barrera,WSN,19,53,0,2,4,0,0.038,0.302,0.02,0.265,0.18,0.212,0.2,0.187,13,-0.4,-5.8,0.3,-0.4
1401,Dom Nunez,COL,14,41,0,3,2,0,0.146,0.244,0.03,0.16,0.121,0.244,0.152,0.196,7,0.3,-4.2,-0.9,-0.4
1402,Estevan Florial,NYY,17,35,0,4,1,2,0.086,0.371,0,0.167,0.097,0.2,0.097,0.155,-7,0.9,-3.3,-1.5,-0.4
1403,Harold Castro,DET,120,443,7,37,47,0,0.038,0.178,0.11,0.318,0.271,0.3,0.381,0.297,94,-1.6,-4.8,-13.1,-0.4
1404,Jesus Aguilar,---,129,507,16,39,51,1,0.055,0.235,0.144,0.278,0.235,0.281,0.379,0.288,86,-2.8,-10.7,-10.2,-0.4
1405,Steven Duggar,---,29,80,0,7,4,5,0.088,0.513,0.069,0.344,0.153,0.225,0.222,0.205,28,1,-5.6,-1.1,-0.4
1406,Jason Heyward,CHC,48,151,1,15,10,1,0.073,0.212,0.073,0.26,0.204,0.278,0.277,0.253,61,-0.1,-7,-2.1,-0.4
1407,Alex Dickerson,ATL,13,36,1,3,2,0,0.083,0.25,0.091,0.13,0.121,0.194,0.212,0.189,14,-0.6,-4.2,-1.1,-0.4
1408,Bligh Madris,PIT,39,123,1,10,7,2,0.081,0.252,0.088,0.235,0.177,0.244,0.265,0.231,45,0.5,-7.4,-1,-0.5
1409,Vidal Brujan,TBR,52,162,3,13,16,5,0.074,0.228,0.095,0.193,0.163,0.228,0.259,0.22,43,-0.8,-11.1,1.6,-0.5
1410,Hanser Alberto,LAD,73,159,2,13,15,0,0.019,0.157,0.122,0.279,0.244,0.258,0.365,0.27,73,-2.1,-7,-2.7,-0.5
1411,Magneuris Sierra,LAA,45,96,0,7,5,6,0.042,0.26,0.077,0.227,0.165,0.2,0.242,0.195,19,0,-8.7,1.2,-0.5
1412,Garrett Hampson,COL,90,226,2,29,15,12,0.093,0.279,0.095,0.294,0.211,0.287,0.307,0.267,55,1.6,-10.3,-1.8,-0.5
1413,Justin Upton,SEA,17,57,1,2,3,0,0.105,0.404,0.083,0.208,0.125,0.263,0.208,0.231,51,-1.8,-4.9,-1.4,-0.5
1414,Mike Moustakas,CIN,78,285,7,30,25,2,0.084,0.263,0.131,0.272,0.214,0.295,0.345,0.286,76,-0.5,-8.5,-5.6,-0.5
1415,Will Benson,CLE,28,61,0,8,3,0,0.049,0.311,0.018,0.278,0.182,0.25,0.2,0.212,32,0.1,-4.5,-2.1,-0.5
1416,Heliot Ramos,SFG,9,22,0,4,0,0,0.091,0.273,0,0.143,0.1,0.182,0.1,0.143,-13,0.1,-2.8,-2.6,-0.5
1417,Jack Mayfield,LAA,23,74,1,8,6,1,0.041,0.23,0.086,0.231,0.186,0.23,0.271,0.224,39,-0.5,-5.5,-1.5,-0.5
1418,Hoy Park,PIT,23,60,2,7,6,1,0.067,0.25,0.157,0.25,0.216,0.276,0.373,0.282,79,0.9,-0.6,-6.1,-0.5
1419,Eddy Alvarez,LAD,14,27,0,1,3,1,0,0.333,0,0.235,0.16,0.154,0.16,0.136,-18,-0.1,-3.8,-1.8,-0.5
1420,Andrew Vaughn,CHW,134,555,17,60,76,0,0.056,0.173,0.159,0.301,0.271,0.321,0.429,0.327,113,-3.2,4.9,-27.4,-0.5
1421,Oscar Mercado,---,55,128,4,17,16,2,0.039,0.227,0.165,0.236,0.207,0.242,0.372,0.266,70,0,-4.3,-4.7,-0.5
1422,Ehire Adrianza,---,37,110,0,8,7,1,0.1,0.227,0.031,0.233,0.175,0.264,0.206,0.222,38,0.8,-7.2,-1.4,-0.5
1423,Michael Perez,---,45,132,6,10,14,1,0.076,0.242,0.149,0.145,0.149,0.214,0.298,0.228,44,-0.5,-9.1,-0.2,-0.5
1424,Stephen Piscotty,OAK,42,139,5,12,14,2,0.065,0.345,0.151,0.253,0.19,0.252,0.341,0.258,70,-0.6,-5.2,-4.1,-0.5
1425,Travis Demeritte,ATL,26,96,3,9,6,0,0.063,0.333,0.124,0.291,0.213,0.26,0.337,0.263,65,-1.4,-5.3,-2.9,-0.5
1426,Chuckie Robinson,CIN,25,60,2,3,5,0,0,0.283,0.136,0.15,0.136,0.136,0.271,0.173,-1,-1.1,-8.2,1.1,-0.5
1427,Willians Astudillo,MIA,21,55,1,5,4,1,0.018,0.055,0.056,0.24,0.241,0.255,0.296,0.243,56,-0.4,-3.2,-3.7,-0.5
1428,Miguel Vargas,LAD,18,50,1,4,8,1,0.04,0.26,0.085,0.206,0.17,0.2,0.255,0.2,26,0.5,-3.8,-2.9,-0.5
1429,Kevin Plawecki,---,64,186,1,15,13,0,0.075,0.172,0.065,0.265,0.22,0.286,0.286,0.259,61,-1.8,-10,-1,-0.5
1430,Sheldon Neuse,OAK,89,293,4,25,26,6,0.068,0.273,0.074,0.289,0.214,0.273,0.288,0.253,67,1.3,-9.6,-4.8,-0.5
1431,Juan Lagares,LAA,20,62,0,4,0,0,0.032,0.242,0.067,0.244,0.183,0.21,0.25,0.203,24,0,-5.3,-1.8,-0.5
1432,Marcell Ozuna,ATL,124,507,23,56,56,2,0.061,0.241,0.187,0.252,0.226,0.274,0.413,0.298,88,-2.6,-9.4,-12.9,-0.5
1433,Taylor Walls,TBR,142,466,8,53,33,10,0.112,0.258,0.113,0.221,0.172,0.268,0.285,0.252,66,3.2,-14.5,-5.5,-0.5
1434,David MacKinnon,---,22,57,0,2,6,0,0.105,0.298,0,0.206,0.14,0.228,0.14,0.181,11,0.1,-5.6,-1.5,-0.6
1435,Lorenzo Cain,MIL,43,156,1,17,9,2,0.051,0.231,0.055,0.229,0.179,0.231,0.234,0.212,32,-0.4,-12.8,2.3,-0.6
1436,Austin Hedges,CLE,105,338,7,26,30,2,0.074,0.231,0.085,0.193,0.163,0.241,0.248,0.225,42,-3.6,-25.8,9.6,-0.6
1437,Tim Beckham,MIN,12,25,0,1,1,0,0,0.36,0,0.125,0.08,0.08,0.08,0.071,-66,-0.4,-5.1,-1.2,-0.6
1438,Tyler Wade,LAA,67,163,1,22,8,8,0.061,0.202,0.054,0.274,0.218,0.272,0.272,0.247,55,-0.1,-8.4,-2.3,-0.6
1439,Charlie Culberson,TEX,70,124,2,19,12,2,0.04,0.25,0.104,0.329,0.252,0.283,0.357,0.281,81,-1.1,-3.7,-5.8,-0.6
1440,Sam Hilliard,COL,70,200,2,26,14,5,0.115,0.285,0.08,0.256,0.184,0.28,0.264,0.251,44,1.8,-11.2,-1.1,-0.6
1441,Avisail Garcia,MIA,98,380,8,31,35,4,0.045,0.287,0.092,0.298,0.224,0.266,0.317,0.258,66,-1.2,-16.1,-2.3,-0.6
1442,Lucius Fox,WSN,10,28,0,2,2,1,0.036,0.321,0,0.125,0.08,0.115,0.08,0.094,-50,0.3,-4.6,-2,-0.6
1443,Jose Rojas,LAA,22,57,0,1,1,0,0,0.333,0.036,0.189,0.125,0.14,0.161,0.134,-24,-0.3,-8.3,0.8,-0.6
1444,Kevin Padlo,---,13,34,0,0,3,0,0.029,0.294,0.03,0.174,0.121,0.147,0.152,0.135,-13,-0.3,-5,-1.8,-0.6
1445,Alex Kirilloff,MIN,45,156,3,14,21,0,0.032,0.231,0.111,0.308,0.25,0.29,0.361,0.286,86,-2,-4.4,-6.2,-0.6
1446,Stephen Vogt,OAK,70,191,7,18,23,1,0.089,0.241,0.161,0.168,0.161,0.241,0.321,0.249,64,0,-7.8,-4,-0.6
1447,Tyler Nevin,BAL,58,184,2,17,16,0,0.109,0.25,0.064,0.259,0.197,0.299,0.261,0.261,67,-1.2,-8,-3.6,-0.6
1448,Jared Walsh,LAA,118,454,15,41,44,2,0.059,0.304,0.158,0.281,0.215,0.269,0.374,0.278,78,-0.7,-12.2,-8,-0.6
1449,Calvin Mitchell,PIT,69,232,5,21,17,3,0.078,0.224,0.123,0.276,0.226,0.286,0.349,0.281,79,1.1,-4.6,-9,-0.6
1450,Jacob Stallings,MIA,114,384,4,25,34,0,0.076,0.216,0.069,0.28,0.223,0.292,0.292,0.265,71,-5.3,-18.2,-0.6,-0.6
1451,Michael Chavis,PIT,129,426,14,39,49,1,0.045,0.296,0.16,0.294,0.229,0.265,0.389,0.282,80,0.3,-9.7,-10.6,-0.6
1452,Billy McKinney,OAK,23,57,1,3,4,0,0.07,0.281,0.077,0.111,0.096,0.158,0.173,0.144,-10,-2.1,-9.2,1.4,-0.6
1453,Jason Castro,HOU,34,88,1,6,3,1,0.091,0.455,0.064,0.211,0.115,0.205,0.179,0.183,13,0.3,-8.3,-0.5,-0.6
1454,Travis Shaw,BOS,7,19,0,0,0,0,0,0.368,0,0,0,0,0,0,-100,0.1,-4.7,-2,-0.6
1455,Chris Owings,BAL,27,68,0,6,0,1,0.147,0.353,0.036,0.188,0.107,0.254,0.143,0.204,27,-0.8,-6.3,-2,-0.7
1456,Lewin Diaz,MIA,58,174,5,12,11,1,0.063,0.31,0.119,0.214,0.169,0.224,0.288,0.228,45,-0.6,-11.7,-0.4,-0.7
1457,Donovan Walton,---,25,78,1,9,8,0,0.013,0.205,0.145,0.186,0.158,0.179,0.303,0.208,31,-0.5,-6.8,-2.2,-0.7
1458,Nick Senzel,CIN,110,420,5,45,25,8,0.071,0.181,0.075,0.276,0.231,0.296,0.306,0.272,66,-0.9,-17.5,-3,-0.7
1459,Frank Schwindel,CHC,75,292,8,23,36,0,0.065,0.199,0.129,0.261,0.229,0.277,0.358,0.278,78,-2.5,-10,-6.2,-0.7
1460,Abraham Toro,SEA,109,352,10,36,35,2,0.063,0.185,0.139,0.198,0.185,0.239,0.324,0.246,62,-1.1,-16.4,-1.6,-0.7
1461,Matt Beaty,SDP,20,47,0,6,1,0,0.043,0.17,0.07,0.114,0.093,0.17,0.163,0.158,-1,-0.3,-5.8,-2.6,-0.7
1462,Phil Gosselin,---,34,77,0,6,2,0,0.026,0.312,0.027,0.22,0.149,0.182,0.176,0.163,-4,-1.6,-10.6,1.1,-0.7
1463,Darin Ruf,---,119,388,11,52,45,2,0.116,0.271,0.135,0.258,0.204,0.307,0.338,0.291,89,0.2,-4.8,-15.3,-0.7
1464,Cooper Hummel,ARI,66,201,3,20,17,4,0.114,0.318,0.131,0.255,0.176,0.274,0.307,0.262,65,0.1,-8.1,-5.9,-0.8
1465,Cole Tucker,PIT,18,63,0,3,2,1,0,0.397,0.048,0.289,0.175,0.175,0.222,0.172,4,0.6,-6.4,-3.1,-0.8
1466,Maikel Franco,WSN,103,388,9,31,39,1,0.031,0.193,0.113,0.262,0.229,0.255,0.342,0.261,64,-3.6,-19.8,-0.7,-0.8
1467,Nick Castellanos,PHI,136,558,13,56,62,7,0.052,0.233,0.126,0.326,0.263,0.305,0.389,0.304,94,-2.8,-6.8,-19.6,-0.8
1468,Michael Papierski,---,39,103,1,7,4,0,0.097,0.252,0.044,0.188,0.143,0.228,0.187,0.197,16,-1.1,-11.1,0,-0.8
1469,Tommy La Stella,SFG,60,195,2,17,14,0,0.056,0.154,0.111,0.272,0.239,0.282,0.35,0.277,78,-1.2,-6.1,-8.1,-0.8
1470,Kurt Suzuki,LAA,51,159,4,10,15,0,0.094,0.182,0.115,0.194,0.18,0.266,0.295,0.254,60,-2.4,-9.5,-3.6,-0.8
1471,Nelson Cruz,WSN,124,507,10,50,64,4,0.097,0.235,0.103,0.295,0.234,0.313,0.337,0.292,85,-3.1,-11.9,-13.3,-0.8
1472,Joey Votto,CIN,91,376,11,31,41,0,0.117,0.258,0.165,0.257,0.205,0.319,0.37,0.31,92,-4.1,-7.6,-13.3,-0.9
1473,Jermaine Palacios,MIN,30,77,2,8,6,0,0.052,0.351,0.086,0.186,0.143,0.184,0.229,0.184,14,0.1,-7.4,-3.4,-0.9
1474,Miguel Sano,MIN,20,71,1,1,3,1,0.127,0.352,0.05,0.114,0.083,0.211,0.133,0.176,9,-0.8,-8,-2.8,-0.9
1475,Yuli Gurriel,HOU,146,584,8,53,53,8,0.051,0.125,0.117,0.266,0.242,0.288,0.36,0.285,85,-0.8,-11,-16.5,-0.9
1476,Seth Beer,ARI,38,126,1,4,9,0,0.087,0.246,0.054,0.25,0.189,0.278,0.243,0.239,49,-1.9,-9.4,-3.9,-0.9
1477,Spencer Torkelson,DET,110,404,8,38,28,0,0.092,0.245,0.117,0.255,0.203,0.285,0.319,0.272,76,-3.2,-14,-8.2,-1
1478,Hunter Dozier,KCR,129,500,12,51,41,4,0.068,0.25,0.152,0.298,0.236,0.292,0.387,0.298,90,-8.4,-14.1,-11.1,-1
1479,Ernie Clement,---,70,179,0,19,6,0,0.061,0.145,0.025,0.217,0.184,0.243,0.209,0.209,31,-1.2,-15,-0.2,-1
1480,Jed Lowrie,OAK,50,184,3,14,16,1,0.082,0.212,0.084,0.213,0.18,0.245,0.263,0.23,50,-0.7,-10.9,-4.6,-1
1481,Cristian Pache,OAK,91,260,3,18,18,2,0.058,0.269,0.075,0.22,0.166,0.218,0.241,0.207,35,-1.7,-20.8,2.8,-1
1482,Leury Garcia,CHW,97,315,3,38,20,2,0.022,0.206,0.057,0.255,0.21,0.233,0.267,0.221,39,2.2,-19.5,-0.9,-1.1
1483,Franmil Reyes,---,118,473,14,43,47,2,0.063,0.332,0.144,0.307,0.221,0.273,0.365,0.28,80,-2.7,-13.6,-12.3,-1.1
1484,Austin Romine,---,51,136,3,10,9,0,0.029,0.338,0.093,0.213,0.155,0.187,0.248,0.193,15,-0.5,-13.9,-1.2,-1.1
1485,Eddie Rosario,ATL,80,270,5,27,24,3,0.063,0.252,0.116,0.267,0.212,0.259,0.328,0.258,61,1.3,-10.8,-9,-1.1
1486,Kole Calhoun,TEX,125,424,12,36,49,3,0.064,0.321,0.134,0.263,0.196,0.257,0.33,0.26,67,-0.8,-16.8,-7.5,-1.1
1487,Brad Miller,TEX,81,241,7,20,32,4,0.075,0.29,0.108,0.274,0.212,0.27,0.32,0.263,69,-1.1,-9.6,-8.8,-1.1
1488,Jose Barrero,CIN,48,174,2,13,10,4,0.052,0.437,0.055,0.264,0.152,0.195,0.206,0.183,5,0.9,-18.3,0.9,-1.2
1489,Riley Adams,WSN,48,155,5,14,10,0,0.077,0.297,0.134,0.22,0.176,0.245,0.31,0.249,56,-1.1,-9.1,-7.9,-1.2
1490,Yoshi Tsutsugo,PIT,50,193,2,11,19,0,0.098,0.259,0.059,0.221,0.171,0.249,0.229,0.221,38,-0.6,-14.5,-4.4,-1.3
1491,Jonathan Villar,---,59,220,3,25,18,7,0.068,0.268,0.094,0.275,0.208,0.26,0.302,0.25,58,2.2,-8.4,-11.6,-1.3
1492,Robinson Cano,---,33,104,1,5,4,0,0.038,0.24,0.04,0.189,0.15,0.183,0.19,0.169,6,-1.8,-13.1,-3.6,-1.4
1493,Elias Diaz,COL,105,381,9,29,51,0,0.066,0.215,0.14,0.27,0.228,0.281,0.368,0.284,67,-3.9,-18.6,-7.8,-1.4
1494,Miguel Cabrera,DET,112,433,5,25,43,1,0.065,0.233,0.063,0.324,0.254,0.305,0.317,0.275,79,-5.4,-15.8,-11.8,-1.5
1495,Robinson Chirinos,BAL,67,220,4,10,22,1,0.086,0.305,0.108,0.248,0.179,0.265,0.287,0.251,61,-1.2,-10.9,-11.4,-1.6
